team_id,calendar_week,week_index,total_merged_prs,total_completed_tickets,total_commits,merge_count,median_cycle_time_hours,review_latency_hours,post_merge_bug_proxy,ai_signal_events,ai_eligible_events,observed_events,junior_merged_prs,junior_commits,junior_completed_tickets,total_output,junior_output,junior_merged_pr_share,junior_ticket_share,junior_commit_share,junior_output_share,ai_intensity,adoption_week,treated,post_period,event_time,analysis_sample
ansible/ansible,2024-12-30,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0.0,,0,0,,0
ansible/ansible,2025-01-06,2,0,0,0,0,,,0.0,0,1,3,0,0,0,0,0,,,,,0.0,,0,0,,0
ansible/ansible,2025-01-13,3,0,0,0,0,,,0.0,0,0,1,0,0,0,0,0,,,,,0.0,,0,0,,0
ansible/ansible,2025-01-20,4,0,0,0,0,,,0.0,0,0,2,0,0,0,0,0,,,,,0.0,,0,0,,0
ansible/ansible,2025-01-27,5,0,0,0,0,,,0.0,0,1,1,0,0,0,0,0,,,,,0.0,,0,0,,0
ansible/ansible,2025-02-03,6,0,0,0,0,,238.15541666666667,0.0,0,4,8,0,0,0,0,0,,,,,0.0,,0,0,,0
ansible/ansible,2025-02-10,7,0,0,0,0,,,0.0,0,3,6,0,0,0,0,0,,,,,0.0,,0,0,,0
ansible/ansible,2025-02-17,8,0,0,0,0,,1616.0691666666667,0.0,0,12,14,0,0,0,0,0,,,,,0.0,,0,0,,0
ansible/ansible,2025-02-24,9,0,0,0,0,,,0.0,0,0,1,0,0,0,0,0,,,,,0.0,,0,0,,0
ansible/ansible,2025-03-03,10,0,0,0,0,,,0.0,0,7,9,0,0,0,0,0,,,,,0.0,,0,0,,0
ansible/ansible,2025-03-10,11,0,3,0,0,,1421.4227777777778,0.0,0,9,11,0,0,3,3,3,,1.0,,1.0,0.0,,0,0,,1
continue-revolution/continue,2024-12-30,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0.0,,0,0,,0
continue-revolution/continue,2025-01-06,2,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0.0,,0,0,,0
continue-revolution/continue,2025-01-13,3,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0.0,,0,0,,0
continue-revolution/continue,2025-01-20,4,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0.0,,0,0,,0
continue-revolution/continue,2025-01-27,5,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0.0,,0,0,,0
continue-revolution/continue,2025-02-03,6,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0.0,,0,0,,0
continue-revolution/continue,2025-02-10,7,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0.0,,0,0,,0
continue-revolution/continue,2025-02-17,8,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0.0,,0,0,,0
continue-revolution/continue,2025-02-24,9,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0.0,,0,0,,0
continue-revolution/continue,2025-03-03,10,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0.0,,0,0,,0
continue-revolution/continue,2025-03-10,11,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0.0,,0,0,,0
django/django,2024-12-30,1,0,0,0,0,,,0.0,0,0,3,0,0,0,0,0,,,,,0.0,,0,0,,0
django/django,2025-01-06,2,0,0,0,0,,,0.0,0,0,3,0,0,0,0,0,,,,,0.0,,0,0,,0
django/django,2025-01-13,3,0,0,0,0,,,0.0,0,0,4,0,0,0,0,0,,,,,0.0,,0,0,,0
django/django,2025-01-20,4,0,0,0,0,,1.081388888888889,0.0,0,26,33,0,0,0,0,0,,,,,0.0,,0,0,,0
django/django,2025-01-27,5,0,0,0,0,,11.850833333333334,0.0,0,7,9,0,0,0,0,0,,,,,0.0,,0,0,,0
django/django,2025-02-03,6,0,0,0,0,,,0.0,0,1,3,0,0,0,0,0,,,,,0.0,,0,0,,0
django/django,2025-02-10,7,0,0,0,0,,308.2,0.0,0,6,8,0,0,0,0,0,,,,,0.0,,0,0,,0
django/django,2025-02-17,8,0,0,0,0,,292.24194444444447,0.0,0,8,12,0,0,0,0,0,,,,,0.0,,0,0,,0
django/django,2025-02-24,9,0,0,0,0,,,0.0,0,0,3,0,0,0,0,0,,,,,0.0,,0,0,,0
django/django,2025-03-03,10,0,0,0,0,,,0.0,0,1,4,0,0,0,0,0,,,,,0.0,,0,0,,0
django/django,2025-03-10,11,0,0,0,0,,,0.0,0,4,8,0,0,0,0,0,,,,,0.0,,0,0,,0
home-assistant/core,2024-12-30,1,1,2,1,1,119.91083333333333,13.034444444444444,1.0,36,61,71,1,1,2,3,3,1.0,1.0,1.0,1.0,0.5901639344262295,2.0,0,0,-1.0,1
home-assistant/core,2025-01-06,2,0,3,37,0,,98.6211111111111,0.0,47,102,119,0,37,3,3,3,,1.0,1.0,1.0,0.46078431372549017,2.0,1,1,0.0,1
home-assistant/core,2025-01-13,3,3,12,28,3,4.405,0.35805555555555557,0.0,65,106,116,1,1,8,15,9,0.3333333333333333,0.6666666666666666,0.03571428571428571,0.6,0.6132075471698113,2.0,1,1,1.0,1
home-assistant/core,2025-01-20,4,7,6,67,7,2.950833333333333,7.648888888888889,0.0,47,88,103,7,46,5,13,12,1.0,0.8333333333333334,0.6865671641791045,0.9230769230769231,0.5340909090909091,2.0,1,1,2.0,1
home-assistant/core,2025-01-27,5,15,8,29,15,2.305277777777778,2.5208333333333335,0.06666666666666667,71,125,148,14,21,8,23,22,0.9333333333333333,1.0,0.7241379310344828,0.9565217391304348,0.568,2.0,1,1,3.0,1
home-assistant/core,2025-02-03,6,5,5,25,5,4.02,4.083333333333333,0.2,73,121,134,5,20,5,10,10,1.0,1.0,0.8,1.0,0.6033057851239669,2.0,1,1,4.0,1
home-assistant/core,2025-02-10,7,10,4,10,10,4.875,4.861944444444444,0.1,54,101,117,8,9,3,14,11,0.8,0.75,0.9,0.7857142857142857,0.5346534653465347,2.0,1,1,5.0,1
home-assistant/core,2025-02-17,8,1,1,2,1,76.59361111111112,4.445833333333334,0.0,27,49,55,1,1,1,2,2,1.0,1.0,0.5,1.0,0.5510204081632653,2.0,1,1,6.0,0
home-assistant/core,2025-02-24,9,1,6,2,1,143.92055555555555,143.86194444444445,0.0,52,82,87,1,2,6,7,7,1.0,1.0,1.0,1.0,0.6341463414634146,2.0,1,1,7.0,1
home-assistant/core,2025-03-03,10,1,4,2,1,5.8025,3.238888888888889,0.0,59,96,103,1,1,4,5,5,1.0,1.0,0.5,1.0,0.6145833333333334,2.0,1,1,8.0,1
home-assistant/core,2025-03-10,11,2,6,8,2,0.9313888888888888,629.7747222222222,0.0,40,77,86,1,6,4,8,5,0.5,0.6666666666666666,0.75,0.625,0.5194805194805194,2.0,1,1,9.0,1
kubernetes/kubernetes,2024-12-30,1,0,0,0,0,,11.32638888888889,1.0,0,14,20,0,0,0,0,0,,,,,0.0,,0,0,,0
kubernetes/kubernetes,2025-01-06,2,0,1,0,0,,423.1797222222222,1.0,0,58,65,0,0,1,1,1,,1.0,,1.0,0.0,,0,0,,0
kubernetes/kubernetes,2025-01-13,3,1,2,2,1,13.553888888888888,1252.6254166666668,0.0,0,61,61,1,2,2,3,3,1.0,1.0,1.0,1.0,0.0,,0,0,,1
kubernetes/kubernetes,2025-01-20,4,0,0,0,0,,38.75111111111111,0.0,0,29,33,0,0,0,0,0,,,,,0.0,,0,0,,0
kubernetes/kubernetes,2025-01-27,5,0,0,0,0,,1667.4283333333333,0.0,0,67,69,0,0,0,0,0,,,,,0.0,,0,0,,0
kubernetes/kubernetes,2025-02-03,6,4,1,9,4,157.26305555555555,378.3861111111111,0.0,0,58,61,4,9,1,5,5,1.0,1.0,1.0,1.0,0.0,,0,0,,1
kubernetes/kubernetes,2025-02-10,7,0,0,0,0,,179.97027777777777,0.0,0,30,35,0,0,0,0,0,,,,,0.0,,0,0,,0
kubernetes/kubernetes,2025-02-17,8,1,1,2,1,1641.891111111111,289.08194444444445,1.0,0,105,110,1,2,1,2,2,1.0,1.0,1.0,1.0,0.0,,0,0,,0
kubernetes/kubernetes,2025-02-24,9,0,0,0,0,,112.48333333333333,1.0,0,124,127,0,0,0,0,0,,,,,0.0,,0,0,,0
kubernetes/kubernetes,2025-03-03,10,2,0,4,2,323.16291666666666,146.21472222222224,0.0,0,57,64,2,4,0,2,2,1.0,,1.0,1.0,0.0,,0,0,,0
kubernetes/kubernetes,2025-03-10,11,4,0,9,4,5.130833333333333,34.48305555555555,0.0,0,88,97,4,9,0,4,4,1.0,,1.0,1.0,0.0,,0,0,,1
langchain-ai/langchain,2024-12-30,1,2,0,1,2,702.1668055555556,,0.0,0,3,7,2,1,0,2,2,1.0,,1.0,1.0,0.0,2.0,0,0,-1.0,0
langchain-ai/langchain,2025-01-06,2,0,0,0,0,,,0.0,2,7,16,0,0,0,0,0,,,,,0.2857142857142857,2.0,1,1,0.0,0
